lex,lex_arb,root,def,src,id,lex_uncorrected,pg,dialect,phon,Cv,sem,ref,pos,etym,lex_arb2,def_arb,measure,imalah
ǧayb [ǧēb],جَيْب,,Button,Jayakar 1889b,112,,,,,,,,,from A. جيب = an opening in the neck or bosom of a shirt.,جُيُوب,زِرّ,,
miflakah | mifālik,مِفَلْكَة*,,Button-hole or loop,Jayakar 1889b,113,,,,,,,,,"either from A. فَلكه = whirl of spindle, or from Omanee A. فَلَّت = he opened.",مِفَالِك,عُرْوة,,
dabbūsah,دَبَّوسَة,,"Cabin, n. (of a ship)",Jayakar 1889b,114,,,,,,,,,"H. دَبُّوسه = a cabin, stern of a ship.",,طَارِمة,,
luḫmah | laḫam,لُخْمَة,,Calf (of the leg),Jayakar 1889b,115,,,,,,,,,A. لَخْمَة = a back sinew.,لَخَم,حَمَاة,,
šīt,شِيت,,Calico (chintz),Jayakar 1889b,116,,,,,,,,,H. چِهينْٿ = chintz.,,بَزّ,,
ḫūṣī,خُوْصِي,,Calico (thin),Jayakar 1889b,117,,,,,,,,,,,بَزّ,,
naham | yanham,نَهَم,,"Call, v. t.",Jayakar 1889b,118,,,,,,,,,from A. نَهَم in the sense of checking camels or making them go faster by calling out to them حَمُوه مَا نَهَمْتَنِي = why did you not call me?,يَنْهَم,نَادَى,,
būš [bōš],بُوْش,,"Camel, n. (generic)",Jayakar 1889b,119,,,,,,,,,"A. بَوْش = a crowd, a flock.",,إِبل,,
gamal,جَمَل,,"Camel, n. (male)",Jayakar 1889b,120,,,,ǧ > g,,,,,A. جَمَل = a camel of full growth.,,جَمَل,,
maṭīyah,مَطِيَّة,,"Camel, n. (female)",Jayakar 1889b,121,,,,,,,,,A. مَطِيَّة = a horse or a beast of burden.,,نَاقَة,,
qaʕūd,قَعُود,,"Camel, n. (young male)",Jayakar 1889b,122,,,,,,,,,A.,,قَعُود,,
bakrah,بَكْرَة,,"Camel, n. (young female)",Jayakar 1889b,123,,,,,,,,,A.,,بَكْرَة,,
rakāb,رَكَاب,,"Camel, n. (riding dromedary)",Jayakar 1889b,124,,,,,,,,,A. رِكَاب = a camel for the saddle.,,رَحُول,,
manāḫ | -āt,"مَنَاخ
مَعَقَّل",,"Camp, n.",Jayakar 1889b,125,,,,,,,,,1 A. مُنَاخ = a place where a camel lies down. 2 from مَعْقِل a place in which camels are bound with an عَقَال.,"مَنَاخَات
مَعَاقِّيل",مَعْسَكَر مَنْزَل,,
maʕaqqal | maʕāqīl,"مَنَاخ
مَعَقَّل",,"Camp, n.",Jayakar 1889b,126,,,,,,,,,1 A. مُنَاخ = a place where a camel lies down. 2 from مَعْقِل a place in which camels are bound with an عَقَال.,"مَنَاخَات
مَعَاقِّيل",مَعْسَكَر مَنْزَل,,
hūrī | hawārī,هُوْري,,"Canoe, n.",Jayakar 1889b,127,,,,,,,,,H. هُوْري*(ہوڑی) = a canoe.,هَوَارِي,,,
kummah | kimīm,كُمَّة,,"Cap, n.",Jayakar 1889b,128,,,,,,,,,A. كُمَّة = a round cap.,كِمِيم,,,
taḫlīṣ,تَخْلِيص,,Capitulation,Jayakar 1889b,129,,,,,,,,,"A. تَخْلِيص in the sense of delivering, saving. This rot is also used in the Omanee dialect in the sense of سَلَّم = he paid, thus خَلَّص لِفْلَان فُرْشَيْن = pay so and so two dollars, evidently extended from the sense of giving a خَلَاص or hire for work; in the word for capitulation, this sense is further extended.",,تَسْلِيم,,
ḥammāl,حَمَّال,,"Cargo, n.",Jayakar 1889b,130,,,,,,,,,from A. حُمُولة = loads or burdens.,,وَسَق مَرْكَب,,
zūlīyah | zawālī,زُوْلِيَّة,,Carpet,Jayakar 1889b,131,,,,,,,,,,زَوَالِي,بِسَاط,,
baḫšah | baḫaš,بَخْشَة,,"Case, n. (of cloth for a book)",Jayakar 1889b,132,,,,,,,,,,بَخَش,كِيس,,
gafīr | gufrān,جَفِير,,"Case, n. (of cloth for a sword or a gun)",Jayakar 1889b,133,,,,,,,,,A. جَفِير = a quiver.,جُفْرَان,كِيس,,
fīf | afyāf,فِيف,,Cask,Jayakar 1889b,134,,,,,,,,,H. پِيپَا = from Port. Pipa = a cask.,اَفْيَاف,بَرْمِيل,,
sannūr | sanānīr,سَنُّور,,Cat,Jayakar 1889b,135,,,,,,,,,A. سِنُّور = a cat.,سَنَانِير,هِرّ,,
darag al-maʔ,"دَرَج المأ
نُزُول المأ",,"Cataract, n. (A disease of the eye)",Jayakar 1889b,136,,,,,,,,,1 A. from درج = he went step by step. 2 A. From نَزَل = de descended.,,ظَفَرَة,,
nuzūl al-maʔ,"دَرَج المأ
نُزُول المأ",,"Cataract, n. (A disease of the eye)",Jayakar 1889b,137,,,,,,,,,1 A. from درج = he went step by step. 2 A. From نَزَل = de descended.,,ظَفَرَة,,
ḥākah | ḥiyak,حَاكَة,,"Cavern, (large)",Jayakar 1889b,138,,,,,,,,,"probably from A. هوكة = a ditch, a pit.",حِيَك,غَار,,
garf | gurūf,جَرْف,,"Cavern, (small)",Jayakar 1889b,139,,,,,,,,,"A. جُرْف = a bank of a valley, the lower part of which is excavated by water and hollowed by torrents.",جُرُوف,كَهَف,,
misayfiyāh,مِسَيْفِيَاة,,Centipede,Jayakar 1889b,140,,,,,,,,,"probably from A. سَيْف = a sword, from the resemblance of the animal to it.",,أُمّ اَرْبَع واَرْبَعيْن,,
ṣuḫḫām,صُخَّام,,Charcoal,Jayakar 1889b,141,,,,s > ṣ,,,,,"A. سُخَام = coal, black.",,فَحَم,,
ġanz | ġunūz,غَنْز,,Check,Jayakar 1889b,142,,,,,,,,,,غُنُور,خَدّ,,
barwah | baraw,بَرْوَة,,"Cheque, n. (for money)",Jayakar 1889b,143,,,,,,,,,"A. بَرْوَة = cuttings. This word has several shades of meaning from an ordinary note to a cheque for money. The بَرَو being generally written on small slips or cuttings of paper, the Omanee sense is easily traced.",بَرَو,,,
saqyaw | saqyawāt,سَقَيْو,,Chicken,Jayakar 1889b,144,,,,,,,,,probably from A. سِقْي = ‘a skin or membrane which cleaves asunder from over the head of a young one at the birth’ (Lane).,سَقَيْوَات,فَرْخ,,
gāhil | guhāl,"جَاهِل
صَغَيُّر",,Child,Jayakar 1889b,145,,,,,,,,,"1 A. جَاهِل = Ignorant. 2 A. صَغِيْر = small, little.","جُهَال
صَغَيْرِين",وَلَد,,
ṣaġayyur | ṣaġayrīn,"جَاهِل
صَغَيُّر",,Child,Jayakar 1889b,146,,,,,,,,,"1 A. جَاهِل = Ignorant. 2 A. صَغِيْر = small, little.","جُهَال
صَغَيْرِين",وَلَد,,
ṣaffad | yaṣaffad,"صَفَّد
عَابَل",,"Clean, v. t.",Jayakar 1889b,147,,,,,,,,,"1 A. from صَفَّى = he cleaned, the final letter د being an additional one. 2 A. from عَبَل he removed leaves from the tree, the latter word being generally restricted to cleaning ground, removing weeds, and arranging things generally.","يَصَفَّد
يَعَابَل",نَظَّف صَفّي,,
ʕābal | yaʕābal,"صَفَّد
عَابَل",,"Clean, v. t.",Jayakar 1889b,148,,,,,,,,,"1 A. from صَفَّى = he cleaned, the final letter د being an additional one. 2 A. from عَبَل he removed leaves from the tree, the latter word being generally restricted to cleaning ground, removing weeds, and arranging things generally.","يَصَفَّد
يَعَابَل",نَظَّف صَفّي,,
ḥill,حِلّ,,Climax,Jayakar 1889b,149,,,,,,,,,"A. حِلّ = a butt, a mark for archers. كُلّ شَي يَبْلَغ حِلُّه = everything reaches or has its climax.",,بُنْك,,
bišt | bušūt,بِشْت,,Cloak,Jayakar 1889b,150,,,,,,,,,"P. پُشْت = back, a protector. يُشْتِي = a waistcoat or a doublet.",بُشُوت,مَشْلَح,,
mansūl | manāsīl,مَنْسُول,,Cloak (of a coarse kind),Jayakar 1889b,151,,,,š > s?,,,,,from A. نَسْل in the sense of slipping off the shoulders (a cloak).,مَنَاسِيل,مَشْلَح,,
"sadd, šadd | yasidd, yašidd",سَدّ,,Close v. t. (as a door),Jayakar 1889b,152,,,,s > š,,,,,A. سَدّ = he closed. The initial letter س is sometimes substituted by ش.,يَسِدّ,رَدّ,,
migāzah | migāyiz,مِجَازَة,,"Closet, n. (water)",Jayakar 1889b,153,,,,,,,,,A. مَجَازة = a privy.,مِجَاِيز,مِسْتَرَاح,,
ġaym | ġiyām,غَيْم,,Cloud,Jayakar 1889b,154,,,,,,,,,A. غَيْم = a cloud.,غِيَام,سَحَابَة,,
qabb | qubūb,قَبّ,,"Club, n. (a heavy stick)",Jayakar 1889b,155,,,,,,,,,"A. قَبّ = head of a mast or a round head of any thing. In Oman, the word دَبُّوس is applied to the iron pin with a club-like head, which Darweshes carry.",قُبُوب,دَبُّوُّس,,
midlāh | midālī,"مِدْلَاة
دَلَّة",,Coffee-pot,Jayakar 1889b,156,,,,,,,,,A. دَلَاة = a small urn.,"مِدَالِي
دَلَل",اَبريق اَلْقَهْوَة,,
dallah | dalal,"مِدْلَاة
دَلَّة",,Coffee-pot,Jayakar 1889b,157,,,,,,,,,A. دَلَاة = a small urn.,"مِدَالِي
دَلَل",اَبريق اَلْقَهْوَة,,
mudāʕmah,"مُدَاعْمَة
مُدَافِشَة",,Collision,Jayakar 1889b,158,,,,,,,,,"1 comp. A. دَهِم in the sense of any thing coming suddenly or unexpectedly. 2 comp. A. دَفع = he pushed, etc.",,مُصَادِمَة,,
mudāfišah,"مُدَاعْمَة
مُدَافِشَة",,Collision,Jayakar 1889b,159,,,,,,,,,"1 comp. A. دَهِم in the sense of any thing coming suddenly or unexpectedly. 2 comp. A. دَفع = he pushed, etc.",,مُصَادِمَة,,
rang | arnāg,رَنْج,,"Colour, n.",Jayakar 1889b,160,,,,,,,,,"H. And P. رَنْگ = colour, paint, etc.",اَرْنَاج,لَوْنُ,,
ʕaqīd | ʕuqdā,عَقِيد,,Commander,Jayakar 1889b,161,,,,,,,,,"A. عَقِيد = one who unites, etc.",عُقْدا,قأَيِد*,,
rabīʕ | rabāʕah,رَبِيع,,Companion,Jayakar 1889b,162,,,,,,,,,from Omanee A. رَابَعهُ = he accompanied him.,رَبَاعَة,رَفِيق,,
kanaz | yikniz,كَنَز,,"Compress, v. t. (to press)",Jayakar 1889b,163,,,,,,,,,A. كنز = he pressed. سُح المَكْنُوز = pressed dates.,يِكْنِز,كَبَس,,
ḫarbaṭah,خَرْبَطَة,,Confusion,Jayakar 1889b,164,,,,,,,,,A. خِرْبَاش = confusion.,,,,
istihlāl,اِسْتِهْلَال,,Congratulation (for safety),Jayakar 1889b,165,,,,,,,,,"A. اِسْتَهلال = being glad, cheerful. تَسْتَاهَل اَلْسَّلَامَة = (my) congratulation to you for your safety.",,تَهنِية السَلَامَة,,
ṣufrīyah | ṣafārī,صُفْريَّة,,Cooking-pot,Jayakar 1889b,166,,,,,,,,,from Omanee A. صَفَر = copper.,صَفَاري,قِدر,,
ṣafar,صَفَر,,Copper (metal),Jayakar 1889b,167,,,,,,,,,A. صُفْر = brass.,,نُحَاس,,
rabuʕ | rubūʕ,رَبُع,,Corner,Jayakar 1889b,168,,,,,,,,,A. رُبْع = a fourth part.,رُبُوع,زَاوية,,
baʔīr,بَأير,,"Counterfeit, a.",Jayakar 1889b,169,,,,,,,,,from بأر = he hid or concealed.,,زَغل,,
barzah,بَرْزَة,,"Court, n. (A Durbar)",Jayakar 1889b,170,,,,,,,,,A. from بَرَز = he went forth or issued.,,مَجْلَس,,
baraz | yibraz,بَرَز,,"Court, n. to appear in",Jayakar 1889b,171,,,,,,,,,See above.,يَبْرِز,جَلَس,,
bahwah | bahwāt,بَهْوَة,,Court-yard,Jayakar 1889b,172,,,,,,,,,from A. بُحْبُوحَة = the middle of a house; a court.,بَهْوَات,فِنآء عَرْصَة,,
gūzirī [gōzirī?] | gawāzirī,جُوْزِرِي,,Coverlet (quilt),Jayakar 1889b,173,,,,,,,,,H. گّوْدَرِي* (unrecognized orthography).,جَوَازِرِي,لَحَاف,,
ḏalīl,ذَلِيل,,Coward,Jayakar 1889b,174,,,,,,,,,"A. دلِيل = low, base, etc. [hypercorrection]",,جَبَّان,,
šangūb | šanāgīb,شَنْجُوب,,Crab,Jayakar 1889b,175,,,,,,,,,Comp. S. شَنْكه = a shell.,شَنَاجِيب,صَرْطَان,,
minazz | mināz,مِنَزّ,,Cradle,Jayakar 1889b,176,,,,,,,,,A. مِنَزّ = a cradle.,مِنَاز,مَهْد,,
biṣ-ṣabur,بِالصَّبُر,,"Credit, n. On",Jayakar 1889b,177,,,,,,,,,A. from صبر = patience. اَنَا اِشْتَرَيْتُه بِالصَّبُر = I bought it on credit.,,بالنَّسيَة,,
ġadaf | yuġduf,غَدَف,,"Cross, v. t. and i. (to go across)",Jayakar 1889b,178,,,,,,,,,"probably from A. قَدْف rowing (a boat), side of a valley, a side, a tract.
I crossed the pass. = اَنَا غَدَفْت اَلعَقْبَة",يُغْدُف,عَبَر,,
ḍūlah,"ضُوْلَة
غَسْيَة",,"Crowd, n.",Jayakar 1889b,179,,,,,,,,,,,زحم,,
ġasyah,"ضُوْلَة
غَسْيَة",,"Crowd, n.",Jayakar 1889b,180,,,,,,,,,,,زحم,,
taqarmaṭa [taqarmaṭ] | yatqarmaṭ,تَقَرْمَطَ,,"Crimple, v.t.",Jayakar 1889b,181,,,,,,,,,"A. from إِقْرَنْمَط = or إِقْرَمَّط. It (skin) shrivelled, he became angry. See Frown.",يَتْقَرْمَط,تَكَمَّش,,
bīdār | bayādīr,بِيدَار,,Cultivator,Jayakar 1889b,182,,,,,,,,,A. from بَذَر = he sowed seed. [It is in fact Persian.],بَيَادِير,زَرَّاع,,
lazam ʕalā | yilzum ʕalā,لَزَم علَى,,"Curb, v. t.",Jayakar 1889b,183,,,,,,,,,A. لَزَم = he stuck close.,يِلْزُم على,قَدَع,,
furḍah | faraḍ,فُرْضَة,,Custom-house,Jayakar 1889b,184,,,,,,,,,"A. فُرضْة = a gap, a place where ships are unloaded.",فَرَض,مَحّط السُفن,,
qurn bāḥ,قُرْن بَاح,,Cuttlebone,Jayakar 1889b,185,,,,,,,,,,,,,
ẓaġt,ظَغْت,,Cuttle-fish,Jayakar 1889b,186,,,,,,,,,,,,,
raṭab,رَطَب,,"Date, n. (fruit, fresh ripe)",Jayakar 1889b,187,,,,,,,,,A. رُطَب = fresh ripe dates.,,رُطَب,,
suḥ [suḥḥ],سُح,,"Date, n. (ripe and preserved)",Jayakar 1889b,188,,,,,,,,,"A. سَح = dry dates not sprinkled with water, etc. (Lane’s Lexicon).",,تَمَر,,
bisur,بِسُر,,"Date, n. (dry)",Jayakar 1889b,189,,,,,,,,,,,قَسْب,,
falḥ,"فَلْح
Coll. طَعَام",,Date-stone,Jayakar 1889b,190,,,,,,,,,"1 A. from فَلْح = a fissure, cleft, etc., a date-stone being possessed of one. 2 A. طَعَام = food; in Oman, date-stones form a principal ingredient in the food of cattle.",,نَوَاة,,
ṭaʕām,"فَلْح
Coll. طَعَام",,Date-stone,Jayakar 1889b,191,,,,,,,,,"1 A. from فَلْح = a fissure, cleft, etc., a date-stone being possessed of one. 2 A. طَعَام = food; in Oman, date-stones form a principal ingredient in the food of cattle.",,نَوَاة,,
ġabšah,غَبْشَة,,"Dawn, n. Early (day-break)",Jayakar 1889b,192,,,,,,,,,from A. غَبَش = the latter part of the night.,,سَحِر,,
warāʔ bākir,وَرَآء بَاكِر,,Day after to-morrow,Jayakar 1889b,193,,,,,,,,,A. بُكْرَة = to-morrow.,,بَعْد بُكْرَة,,
warāʔ warāʔ bākir,وَرَآء وَرَاء بَاكِر,,Day after that,Jayakar 1889b,194,,,,,,,,,See above.,,بَعْد بَعْد بُكْرَة,,
awwal ams,اَوَّل اَمْس,,Day before yesterday,Jayakar 1889b,195,,,,,,,,,A. اَمْس = yesterday.,,اَوّل مِن اَمْس,,
awwal awwal ams,اَوَّل اَوَّل اَمْس,,Day before that,Jayakar 1889b,196,,,,,,,,,See above.,,,,
ġarīz [ġirīz?],غَِريز,,"Deep, a.",Jayakar 1889b,197,,,,,,,,,A. from غَزِير = copious as applied to water.,,عَمِيق,,
takākā | yatakākā,تَكَاكَا,,"Delay, v. i.",Jayakar 1889b,198,,,,,,,,,A. from تَكأكأَ* = he was prevented or hindered. حَمُوه تَك گـاگيْت = why were you delayed?,يَتَكَاكَا,تَاخَّر,,
rabbit | tarabbī,"ربِّت
تَخَرَّثَت",,"Delivered, to be (of a child)",Jayakar 1889b,199,,,,,,,,,1 A. from رَبَّى in the sense of rearing or feeding a child. 2 Probably from A. خَرَس in the sense of feeding a woman with خرسة at child-birth.,"تَرَبِّي
تَتَخَرَّث",وضعت الحمل,,
taḫarraṯat | tataḫarraṯ,"ربِّت
تَخَرَّثَت",,"Delivered, to be (of a child)",Jayakar 1889b,200,,,,,,,,,1 A. from رَبَّى in the sense of rearing or feeding a child. 2 Probably from A. خَرَس in the sense of feeding a woman with خرسة at child-birth.,"تَرَبِّي
تَتَخَرَّث",وضعت الحمل,,
gaḥad | yagḥad,جَحَد,,"Deny, v. t.",Jayakar 1889b,201,,,,,,,,,"A. جَحَد = he denied or disacknowledged. اَنَا شُفْتُه لِكِن هُو قَام يجحَدَنِي = I saw him, but he commenced denying my statement.",يَجْحَد,اَنْكَر*,,
habaṭ | yuhbuṭ,هَبَط,,"Descend, v. i.",Jayakar 1889b,202,,,,,,,,,A. هَبَطَ = he descended. حَمُوه مَا تهْبُط كُلّ يُوْم = why do you not come in (into the town) every day? بَعْد مَا هَبَط الوَادِي = the valley (river) has not yet began to flow.,يُهْبُط,نَزَل,,
waṭā,"وَطَا
سَيُح",,"Desert, n.",Jayakar 1889b,203,,,,,,,,,1. A. وَطأ = low ground. 2 comp. A. سيح = pasturing about.,سُيُوح,صَحْرآء,,
sayuḥ [sēḥ] | suyūḥ,"وَطَا
سَيُح",,"Desert, n.",Jayakar 1889b,204,,,,,,,,,1. A. وَطأ = low ground. 2 comp. A. سيح = pasturing about.,سُيُوح,صَحْرآء,,
istāhal | yastāhal,اِسْتَاهَل,,"Deserve, v. t.",Jayakar 1889b,205,,,,,,,,,"from A. اِسْتَحقّ = he deserved, by substitution of ه for ح and ل for ق.",يَسْتَاهَل,اِسْتَحقّ,,
baḥaš | yabḥaš,بَحَش,,"Dig, v. t.",Jayakar 1889b,206,,,,,,,,,from A. بَحَث = in the sense of scraping earth or dust for examining it. مِن بَا حِشَنّ هَدِي اَلَارَض = who has dug up this ground?,يَبْحَش,حَفَر,,
dammas | yadammas,دَمَّس,,"Dip, v.t.",Jayakar 1889b,207,,,,,,,,,"From A. دَمس in the sense of hiding, or from A. غَمَس = he dipped, by substitution of د for غ.",يَدَمَّس,غَمَس,,
ḥadak,حَدَك,,"Dirt, n.",Jayakar 1889b,208,,,,,,,,,"probably from A. هدك in the sense of ruining, destroying.",,وَسَخ,,
ʕūq [ʕōq],عُوْق,,"Disease, n.",Jayakar 1889b,209,,,,,,,,,from عُوْق = that which hinders work مُومِن العُوْق فِيهِ = what disease is he suffering from?,,مَرَض,,
ʕātī,عَاتِي,,Disobedient,Jayakar 1889b,210,,,,,,,,,from A. عَتَىُ = he disobeyed.,,عَاصِي,,
mutbayzar,مُتْبَيْزَر,,"Distracted (wearied, disgusted)",Jayakar 1889b,211,,,,,,,,,"from P. بَيْزَار = wearied, disgusted.",,حَيْرَان، تَعْبَان,,
gūdī,جُوْدِي,,Dock (for ships),Jayakar 1889b,212,,,,,,,,,H. گُوْدِي = a dock. Comp. A. Mount الجُودِي on which Noah’s ark is supposed to have rested after the deluge.,,حُوْض للمَراكِب,,
qurš | qurūš,قُرْش,,"Dollar, n. (coin)",Jayakar 1889b,213,,,,,,,,,"from German Groschen, a sliver coin.",قُرُوش,رِيَال,,
maṣrī | maṣārā,مَصْري,,"Donkey, n.",Jayakar 1889b,214,,,,,,,,,,مَصَارَا,حِمَار,,
nād | yunūd,نَاد,,"Doze, v. i.",Jayakar 1889b,215,,,,,,,,,A. نَاد = he nodded from drowsiness.,يُنُود,نَعَس,,
ṣalab | yaṣlab,صَلَب,,"Draw, v. t. (to drag)",Jayakar 1889b,216,,,,,,,,,from A. صَلب in the sense of becoming stiff. The Omanee sense being derived from a thing such as a rope when drawn becoming stiff.,يَصْلَب,جَرّ,,
